source,page_number,page_offset,display_rank,list_position,row_index,target_rank,exposure_type,is_listing_target,product_id,variation_id,origin,product_url,retailer_sku_name,sku_status_raw,sku_status,brand,final_sku_price,original_sku_price,savings,delivery_availability_raw,delivery_availability,count_of_reviews_listing,average_rating_listing,energy_efficiency_class,energy_label_uri,energy_datasheet_uri,top_infos,sku_popularity_raw,sku_popularity,discount_type_raw,discount_type,classify_reason,is_target,main_rank,bsr_rank,page_type
topseller_api,1,0,77,77,77,77,organic,True,S0NF408U,S0NF408UUVTX,,https://www.otto.de/p/sharp-waschmaschine-es-pro714ba-de-7-kg-1400-u-min-aquastop-allergysmart-dampf-wifi-kindersicherung-S0NF408U/,Sharp Waschmaschine ES-PRO714SA-DE,,,Sharp,"319,99 €","799,00 €",-60%,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,15,4.5,A,https://i.otto.de/i/otto/42c4f5f0-1c06-4416-b217-34c5c1479900?$dv_energieetikett$,https://d.otto.de/files/81478542-5985-49bc-ab33-1799dc049887.pdf,"{""Kapazität Waschen"": ""7 kg"", ""Betriebsgeräusch"": ""76 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,71,71,main
topseller_api,1,0,78,78,78,78,organic,True,CS03DO0DO,S03DO0DOCEC4,,https://www.otto.de/p/bosch-waschmaschine-serie-2-wge02471-7-kg-1400-u-min-aquastop-nachlegefunktion-active-water-plus-CS03DO0DO/,BOSCH Waschmaschine Serie 2 WGE02471,,,BOSCH,"534,99 €","869,00 €",-38%,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,,,A,https://i.otto.de/i/otto/6481fff2-f576-45fb-8144-39ba895e05df?$dv_energieetikett$,https://d.otto.de/files/a9d5b43b-8159-4c84-a84d-19f082437e63.pdf,"{""Kapazität Waschen"": ""7 kg"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,72,72,main
topseller_api,1,0,79,79,79,79,organic,True,S077P0PM,S077P0PMJ4OI,,https://www.otto.de/p/bauknecht-waschmaschine-w10-w6400-a-10-kg-1400-u-min-autoclean-mehrfachwasserschutzplus-inverter-motor-S077P0PM/,BAUKNECHT Waschmaschine W10 W6400 A,,,BAUKNECHT,"402,99 €","1.029,00 €",-61%,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,23,4.0,A,https://i.otto.de/i/otto/4c30fbaa-688d-450c-97fc-ff5119d2e68e?$dv_energieetikett$,https://d.otto.de/files/8fb21077-63d1-4f7b-af9a-9774d6032dbe.pdf,"{""Kapazität Waschen"": ""10 kg"", ""Betriebsgeräusch"": ""76 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,73,73,main
topseller_api,1,0,80,80,80,80,organic,True,C1845281391,1845281905,,https://www.otto.de/p/aeg-waschmaschine-toplader-6000-prosense-ltr6a60370-7-kg-1300-u-min-anti-allergie-programm-entfernt-zuverlaessig-viren-und-bakterien-C1845281391/,AEG Waschmaschine Toplader 6000 ProSense® LTR6A60370,,,AEG,"579,00 €","1.119,00 €",-48%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,82,4.5,A,https://i.otto.de/i/otto/38f2afac-0494-5189-880c-8155a2d610ba?$dv_energieetikett$,https://d.otto.de/files/02bc7a0f-c59e-5e2d-89d9-9ab598af7f9b.pdf,"{""Kapazität Waschen"": ""7 kg"", ""Betriebsgeräusch"": ""79 dB(A)"", ""Schleuderdrehzahl"": ""1300 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,74,74,main
topseller_api,1,0,81,81,81,81,organic,True,1845260567,1845260717,,https://www.otto.de/p/samsung-waschmaschine-ww5000d-ww1bdg5b25aeeg-11-kg-1400-u-min-1845260567/,Samsung Waschmaschine WW5000D WW1BDG5B25AEEG,,,Samsung,"549,00 €","1.149,00 €",-52%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,280,4.5,A,https://i.otto.de/i/otto/4c0ce0f1-4b64-5631-afb9-12cb393d2b92?$dv_energieetikett$,https://d.otto.de/files/b53064c3-866c-59e4-b458-6e28ec4f31e1.pdf,"{""Kapazität Waschen"": ""11 kg"", ""Betriebsgeräusch"": ""72 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,75,75,main
topseller_api,1,0,82,82,82,82,organic,True,C1907140651,2044264513,,https://www.otto.de/p/hisense-waschmaschine-3s-serie-wf3s8043bw3-8-kg-1400-u-min-wifi-connectlife-C1907140651/,Hisense Waschmaschine 3S Serie WF3S8043BW3,,,Hisense,"399,00 €","549,00 €",-27%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,28,4.5,A,https://i.otto.de/i/otto/0bf58c12-e0fd-5d56-ac79-7c2cee7cbad4?$dv_energieetikett$,https://d.otto.de/files/02b54ec3-a9f3-5ef0-bcb2-5b86666e02fc.pdf,"{""Kapazität Waschen"": ""8 kg"", ""Betriebsgeräusch"": ""72 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,76,76,main
topseller_api,1,0,83,83,83,83,organic,True,1601778895,1601778931,,https://www.otto.de/p/bauknecht-waschmaschine-toplader-wat-6313-c-6-kg-1200-u-min-antiflecken-automatische-trommelpositionierung-kurz-30-min-1601778895/,BAUKNECHT Waschmaschine Toplader WAT 6313 C,,,BAUKNECHT,"379,00 €","709,00 €",-47%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,337,4.5,C,https://i.otto.de/i/otto/23db4e22-76c4-5e47-8338-529318902e66?$dv_energieetikett$,https://d.otto.de/files/d468be88-322a-5d21-89db-13c2f2fd47ec.pdf,"{""Kapazität Waschen"": ""6 kg"", ""Betriebsgeräusch"": ""76 dB(A)"", ""Schleuderdrehzahl"": ""1200 U/min""}",,,,,ldy_keyword,True,77,77,main
topseller_api,1,0,84,84,84,84,organic,True,1729812822,1729813522,,https://www.otto.de/p/siemens-waschmaschine-iq700-wg44b20z0-9-kg-1400-u-min-made-in-germany-knitter-programm-smartfinish-antiflecken-system-1729812822/,SIEMENS Waschmaschine iQ700 WG44B20Z0,,,SIEMENS,"799,00 €","1.369,00 €",-42%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,85,5.0,A,https://i.otto.de/i/otto/c7d3c348-b82f-5769-81cf-780ddd858ab3?$dv_energieetikett$,https://d.otto.de/files/53c89fd4-ba0b-501c-a12c-63cd63470582.pdf,"{""Kapazität Waschen"": ""9 kg"", ""Betriebsgeräusch"": ""70 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,78,78,main
topseller_api,1,0,85,85,85,85,organic,True,1956262552,1956262572,,https://www.otto.de/p/haier-waschmaschine-toplader-serie-7-thasnq476tm5-84-7-kg-1400-u-min-optionale-steuerung-per-wi-fi-app-1956262552/,Haier Waschmaschine Toplader Serie 7 THASNQ476TM5-84,,,Haier,"449,00 €","749,00 €",-40%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,6,4.5,A,https://i.otto.de/i/otto/8c50986b-e23e-5cf9-b46f-c016a21be7d1?$dv_energieetikett$,https://d.otto.de/files/1e038e1f-2cac-54d8-a472-ec0a284ef509.pdf,"{""Kapazität Waschen"": ""7 kg"", ""Betriebsgeräusch"": ""79 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,79,79,main
topseller_api,1,0,86,86,86,86,organic,True,C1756694769,1756695517,,https://www.otto.de/p/lg-waschtrockner-serie-7-w4wr70e6yb-11-kg-6-kg-1400-u-min-C1756694769/,LG Waschtrockner Serie 7 W4WR70E6YB,,,LG,"699,00 €","1.299,00 €",-46%,lieferbar in 3 Wochen,Available in 3 weeks,88,4.5,A,https://i.otto.de/i/otto/da2b0264-6478-5675-a93a-bf8387e304d6?$dv_energieetikett$,https://d.otto.de/files/8bc718ca-be78-5b16-be86-f313f0d0b833.pdf,"{""Kapazität Waschen"": ""11 kg"", ""Kapazität Trocknen"": ""6 kg"", ""Betriebsgeräusch"": ""71 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,80,80,main
topseller_api,1,0,87,87,87,87,organic,True,1926998823,1927000914,,https://www.otto.de/p/privileg-waschmaschine-my-time-pwf-874a-my-time-de-8-kg-1400-u-min-quick-cycles-5-programme-in-unter-1-stunde-1926998823/,Privileg Waschmaschine MY TIME PWF 874A MY TIME DE,,,Privileg,"329,00 €","499,00 €",-34%,lieferbar in 2 Wochen,Available in 2 weeks,21,4.0,A,https://i.otto.de/i/otto/04c05c30-7aba-5cae-bb27-c9fcbb091ea7?$dv_energieetikett$,https://d.otto.de/files/3d16cf0b-5d7c-5c44-a380-eca70152f5e6.pdf,"{""Kapazität Waschen"": ""8 kg"", ""Betriebsgeräusch"": ""76 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,81,81,main
topseller_api,1,0,88,88,88,88,organic,True,1952995084,1952995085,,https://www.otto.de/p/miele-waschmaschine-wq-1000-wps-nova-edition-9-kg-1600-u-min-automatische-waschmitteldosierung-25-jahre-motorgarantie-1952995084/,Miele Waschmaschine WQ 1000 WPS Nova Edition,,,Miele,"1.999,00 €","2.319,00 €",-14%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,32,4.5,A,https://i.otto.de/i/otto/1a2b8686-04be-5bfd-b299-9100cbac6bee?$dv_energieetikett$,https://d.otto.de/files/eee8b8e3-cf5b-51dc-8c14-b2990ebf5df5.pdf,"{""Kapazität Waschen"": ""9 kg"", ""Betriebsgeräusch"": ""70 dB(A)"", ""Schleuderdrehzahl"": ""1600 U/min""}",,,,,ldy_keyword,True,82,82,main
topseller_api,1,0,89,89,89,89,organic,True,2011648160,2011648170,,https://www.otto.de/p/samsung-waschmaschine-ww5000c-ww9a-10b-9-kg-1400-u-min-2011648160/,Samsung Waschmaschine WW5000C WW9A-10W,,,Samsung,"499,00 €","1.199,00 €",-58%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,201,4.5,A,https://i.otto.de/i/otto/3ee588ce-8cae-5e4a-9e29-d6e439c78726?$dv_energieetikett$,https://d.otto.de/files/e729cdd2-ba84-5d28-b7d7-f5cd5019c99b.pdf,"{""Kapazität Waschen"": ""9 kg"", ""Betriebsgeräusch"": ""72 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,83,83,main
topseller_api,1,0,90,90,90,90,organic,True,1777457698,1777457931,,https://www.otto.de/p/hanseatic-waschmaschine-toplader-htw8013a-8-kg-1300-u-min-inkl-3-jahre-herstellergarantie-1777457698/,Hanseatic Waschmaschine Toplader HTW8013A,,,Hanseatic,"379,99 €","549,00 €",-31%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,182,4.5,A,https://i.otto.de/i/otto/a83cf829-8367-5a3b-9349-235c31a589fe?$dv_energieetikett$,https://d.otto.de/files/828fc894-b7d1-504a-a2ae-dedbbcdd14e6.pdf,"{""Kapazität Waschen"": ""8 kg"", ""Betriebsgeräusch"": ""78 dB(A)"", ""Schleuderdrehzahl"": ""1300 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,84,84,main
topseller_api,1,0,91,91,91,91,organic,True,1966880992,1966880993,,https://www.otto.de/p/miele-waschmaschine-wsg883-wcs-pwash-tdos-steam-9-kg-1400-u-min-automatische-waschmitteldosierung-25-jahre-motorgarantie-1966880992/,Miele Waschmaschine WSG883 WCS PWash&TDos&Steam,,,Miele,"1.199,00 €","1.259,00 €",-5%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,14,4.5,A,https://i.otto.de/i/otto/f4570190-728a-59f4-ad9f-feff63852e14?$dv_energieetikett$,https://d.otto.de/files/05a2c4a2-62b0-5ef5-9a9a-ef0ab72c68f8.pdf,"{""Kapazität Waschen"": ""9 kg"", ""Betriebsgeräusch"": ""72 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,85,85,main
topseller_api,1,0,92,92,92,92,organic,True,S0Z42098,S0Z42098BGR2,,https://www.otto.de/p/hoover-waschmaschine-h-wash500-hwp-414ambc-1-s-14-kg-1400-u-min-activesteam-wi-fi-plus-bluetooth-all-in-one-programm-S0Z42098/,Hoover Waschmaschine H-WASH500 HWP 414AMBC/1-S,,,Hoover,"447,99 €","1.199,00 €",-63%,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,13,3.5,A,https://i.otto.de/i/otto/6801dbf3-8d20-455d-986c-56c207409d9d?$dv_energieetikett$,https://d.otto.de/files/c7da633d-64eb-4bea-8835-d56d8ed1048c.pdf,"{""Kapazität Waschen"": ""14 kg"", ""Betriebsgeräusch"": ""80 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,86,86,main
topseller_api,1,0,93,93,93,93,organic,True,1907140681,1907140682,,https://www.otto.de/p/hisense-waschmaschine-3s-serie-wf3s1043bw3-10-kg-1400-u-min-wifi-connectlife-1907140681/,Hisense Waschmaschine 3S Serie WF3S1043BW3,,,Hisense,"419,00 €","769,00 €",-46%,lieferbar - in 5-6 Werktagen bei dir,Available - at your door in 5-6 working days,8,4.0,A,https://i.otto.de/i/otto/a4ec62ba-1ff8-560a-851e-431cd9a2354e?$dv_energieetikett$,https://d.otto.de/files/97af6622-7a38-572e-9218-7ac8c3c82283.pdf,"{""Kapazität Waschen"": ""10 kg"", ""Betriebsgeräusch"": ""72 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,87,87,main
topseller_api,1,0,94,94,94,94,organic,True,C1912722722,1912722974,,https://www.otto.de/p/amica-waschmaschine-wa-484-085-g-8-kg-1400-u-min-C1912722722/,Amica Waschmaschine WA 484 085 G,,,Amica,"399,00 €","699,00 €",-43%,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,12,4.5,A,https://i.otto.de/i/otto/00c905aa-48ed-5df4-933e-500f139412ac?$dv_energieetikett$,https://d.otto.de/files/af774e4c-a21a-5348-ade4-1c927e4287c6.pdf,"{""Kapazität Waschen"": ""8 kg"", ""Betriebsgeräusch"": ""76 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,88,88,main
topseller_api,1,0,95,95,95,95,organic,True,1952974031,1952974032,,https://www.otto.de/p/gorenje-waschmaschine-wave-pnei74sa1dts-7-kg-1400-u-min-realslim-46-50cm-1952974031/,GORENJE Waschmaschine Wave PNEI74SA1DTS,,,GORENJE,"319,00 €","539,00 €",-41%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,30,4.0,A,https://i.otto.de/i/otto/78bb6082-bac0-50f1-a693-d6b093d5c217?$dv_energieetikett$,https://d.otto.de/files/cbb74d7f-0b48-5ddb-bd35-c3c22dea7bc1.pdf,"{""Kapazität Waschen"": ""7 kg"", ""Betriebsgeräusch"": ""76 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,89,89,main
topseller_api,1,0,96,96,96,96,organic,True,C1693262959,1717647246,,https://www.otto.de/p/bosch-waschmaschine-serie-6-wuu28t70-8-kg-1400-u-min-unterbaufaehig-speed-perfect-hygiene-plus-grosses-led-display-C1693262959/,BOSCH Waschmaschine Serie 6 WUU28T70,,,BOSCH,"599,00 €","1.079,00 €",-44%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,126,5.0,B,https://i.otto.de/i/otto/0e185a0f-fc90-5142-ac51-3ee9a190781c?$dv_energieetikett$,https://d.otto.de/files/291def3a-9371-5416-a0c0-094a2c8d46f6.pdf,"{""Kapazität Waschen"": ""8 kg"", ""Betriebsgeräusch"": ""69 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,90,90,main
topseller_api,1,0,97,97,97,97,organic,True,1926954797,1926957133,,https://www.otto.de/p/privileg-waschmaschine-my-time-pwf-974a-my-time-de-9-kg-1400-u-min-quick-cycles-5-programme-in-unter-1-stunde-1926954797/,Privileg Waschmaschine MY TIME PWF 974A MY TIME DE,,,Privileg,"349,00 €","519,00 €",-33%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,11,4.5,A,https://i.otto.de/i/otto/9d736f47-a966-5fdd-96c6-1689b43d1070?$dv_energieetikett$,https://d.otto.de/files/006188e3-486e-5565-baff-dbfd28f0871a.pdf,"{""Kapazität Waschen"": ""9 kg"", ""Betriebsgeräusch"": ""76 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,91,91,main
topseller_api,1,0,98,98,98,98,organic,True,S0OG80TB,S0OG80TBM7H9,,https://www.otto.de/p/lalaho-waschmaschine-toplader-xqb70-168-26-minuten-schnellwaschgang-S0OG80TB/,LALAHO Waschmaschine Toplader XQB70-168,,,LALAHO,"289,99 €","428,99 €",-32%,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,2,4.0,B,https://i.otto.de/i/otto/584924df-6e74-43e0-882e-514b7e8d3090?$dv_energieetikett$,https://d.otto.de/files/1cc51684-ba71-44d1-affd-1dea3ec349ae.pdf,"{""Betriebsgeräusch"": ""70 dB(A)""}",,,,,ldy_keyword,True,92,92,main
topseller_api,1,0,99,99,99,99,organic,True,S0GG20D2,S0GG20D2UAN4,,https://www.otto.de/p/sharp-waschmaschine-es-nfa714bw1na-de-7-kg-1400-u-min-S0GG20D2/,Sharp Waschmaschine ES-NFA714BW1NA-DE,,,Sharp,"388,99 €","829,00 €",-53%,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,,,A,https://i.otto.de/i/otto/335a8242-95f3-5776-8fb7-da3e4bfd9739?$dv_energieetikett$,https://d.otto.de/files/bda90123-8013-5913-b259-64508da3548f.pdf,"{""Kapazität Waschen"": ""7 kg"", ""Betriebsgeräusch"": ""77 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,93,93,main
topseller_api,1,0,100,100,100,100,organic,True,1961535914,1961535915,,https://www.otto.de/p/hisense-waschmaschine-7s-serie-wf7s1247bw-12-kg-1400-u-min-dynamisches-tft-touch-display-1961535914/,Hisense Waschmaschine 7S Serie WF7S1247BW,,,Hisense,"799,00 €","1.119,00 €",-29%,lieferbar - in 5-6 Werktagen bei dir,Available - at your door in 5-6 working days,4,5.0,A,https://i.otto.de/i/otto/66efced4-c72d-5d4d-9096-f9bd90d6af64?$dv_energieetikett$,https://d.otto.de/files/f12916a0-9c97-5c51-bda7-d85b213ba13e.pdf,"{""Kapazität Waschen"": ""12 kg"", ""Betriebsgeräusch"": ""70 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,94,94,main
topseller_api,1,0,101,101,101,101,organic,True,S0NF40XM,S0NF40XMN8M9,,https://www.otto.de/p/sharp-waschmaschine-es-pro612ba-de-6-kg-1200-u-min-allergysmart-aquastop-dampf-ecologic-S0NF40XM/,Sharp Waschmaschine ES-PRO612BA-DE,,,Sharp,"309,99 €","749,00 €",-59%,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,1,5.0,A,https://i.otto.de/i/otto/74d9c25d-52bc-453e-b1ff-ba0358425f59?$dv_energieetikett$,https://d.otto.de/files/8fc680f6-3d76-4275-be95-593f38fe94b4.pdf,"{""Kapazität Waschen"": ""6 kg"", ""Betriebsgeräusch"": ""75 dB(A)"", ""Schleuderdrehzahl"": ""1200 U/min""}",,,,,ldy_keyword,True,95,95,main
topseller_api,1,0,102,102,102,102,organic,True,C2038211848,2038211849,,https://www.otto.de/p/exquisit-waschmaschine-wa6312-371a-weiss-6-kg-11-programme-restlaufzeitanzeige-aquastop-nachruestbar-C2038211848/,exquisit Waschmaschine WA6312-371A weiss,,,exquisit,"299,00 €","449,00 €",-33%,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,8,5.0,A,https://i.otto.de/i/otto/a53a2d12-4ae3-557b-a82f-8fde1ea4f519?$dv_energieetikett$,https://d.otto.de/files/9fe698f0-0765-527a-b347-aaf2ce1fb34c.pdf,"{""Betriebsgeräusch"": ""72 dB(A)""}",,,,,ldy_keyword,True,96,96,main
topseller_api,1,0,104,104,104,104,organic,True,2028462689,2028462690,,https://www.otto.de/p/lg-waschmaschine-f4wx803yb-13-kg-1400-u-min-sicherheitsglastuer-2028462689/,LG Waschmaschine F4WX803YB,,,LG,"849,00 €","1.399,00 €",-39%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,1,5.0,A,https://i.otto.de/i/otto/5c7f404b-45d4-5499-933d-3b9862f7b3dd?$dv_energieetikett$,https://d.otto.de/files/d480274a-c8d1-51b2-b2cb-19c8a21fb0e3.pdf,"{""Kapazität Waschen"": ""13 kg"", ""Betriebsgeräusch"": ""71 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,97,97,main
topseller_api,1,0,105,105,105,105,organic,True,1783256931,1783256932,,https://www.otto.de/p/gorenje-waschmaschine-wnhai-14-aps-de-10-kg-1400-u-min-aquastop-1783256931/,GORENJE Waschmaschine WNHAI 14 APS/DE,,,GORENJE,"429,00 €","799,00 €",-46%,lieferbar in 3 Wochen,Available in 3 weeks,141,4.5,A,https://i.otto.de/i/otto/6b8aa78b-5eb3-5306-a831-661dac5b8887?$dv_energieetikett$,https://d.otto.de/files/b064e571-fbeb-5b52-982a-c6680c106f21.pdf,"{""Kapazität Waschen"": ""10 kg"", ""Betriebsgeräusch"": ""72 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,98,98,main
topseller_api,1,0,106,106,106,106,organic,True,2093337798,2093337799,,https://www.otto.de/p/haier-waschmaschine-hw90-bp14657tu1-9-kg-1400-u-min-smart-ai-automatikprogramm-wi-fi-2093337798/,Haier Waschmaschine HW90-BP14657TU1,,,Haier,"469,00 €","575,00 €",-18%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,1,5.0,A,https://i.otto.de/i/otto/2e65bc08-ec1f-508b-b12a-50fe40b0a8d2?$dv_energieetikett$,https://d.otto.de/files/54242a69-b379-5d2e-9476-c540422e3f7c.pdf,"{""Kapazität Waschen"": ""9 kg"", ""Betriebsgeräusch"": ""71 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,99,99,main
topseller_api,1,0,107,107,107,107,organic,True,1559529158,1853569619,,https://www.otto.de/p/aeg-waschmaschine-6000-prosense-l6fbg51470-7-kg-1400-u-min-prosense-spart-zeit-und-energie-durch-anpassung-an-die-waeschemenge-1559529158/,AEG Waschmaschine 6000 ProSense® L6FBG51470,,,AEG,"499,00 €","869,00 €",-43%,lieferbar in 4 Wochen,Available in 4 weeks,25,4.5,A,https://i.otto.de/i/otto/73e19c9a-1a17-5d14-a6dc-84af6981ed28?$dv_energieetikett$,https://d.otto.de/files/2d3139b6-9108-5d1b-bdbc-5d7d2b8560c8.pdf,"{""Kapazität Waschen"": ""7 kg"", ""Betriebsgeräusch"": ""74 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,100,100,main
topseller_api,1,0,108,108,108,108,organic,True,C1844772584,S07BD0GZ7PNI,,https://www.otto.de/p/siemens-waschmaschine-iq500-wu14ut22-9-kg-1400-u-min-unterbaufaehig-outdoor-programm-kurzprogramme-softtrommel-C1844772584/,SIEMENS Waschmaschine iQ500 WU14UT22,,,SIEMENS,"1.044,05 €",,,lieferbar - in 5-6 Werktagen bei dir,Available - at your door in 5-6 working days,51,4.5,A,https://i.otto.de/i/otto/f8436d35-15b4-5674-860a-5fcfe752d8cb?$dv_energieetikett$,https://d.otto.de/files/8e9b4927-83e7-5372-b16c-c4d667afec51.pdf,"{""Kapazität Waschen"": ""9 kg"", ""Betriebsgeräusch"": ""72 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,101,,main
topseller_api,1,0,109,109,109,109,organic,True,1777457696,1777457922,,https://www.otto.de/p/hanseatic-waschmaschine-toplader-htw7512a-7-5-kg-1200-u-min-inkl-3-jahre-herstellergarantie-1777457696/,Hanseatic Waschmaschine Toplader HTW7512A,,,Hanseatic,"349,99 €","529,00 €",-34%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,155,4.0,A,https://i.otto.de/i/otto/eb0b3cd9-b178-5506-baf8-d23686cb6008?$dv_energieetikett$,https://d.otto.de/files/e963b86b-f554-5cda-b005-12aef63382a6.pdf,"{""Kapazität Waschen"": ""7,5 kg"", ""Betriebsgeräusch"": ""78 dB(A)"", ""Schleuderdrehzahl"": ""1200 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,102,,main
topseller_api,1,0,110,110,110,110,organic,True,C1856253290,1894362744,,https://www.otto.de/p/bauknecht-waschmaschine-b6r-88e-silence-de-8-kg-1400-u-min-dampfprogramm-besonders-leise-vollwasserschutz-C1856253290/,BAUKNECHT Waschmaschine B6R 88E SILENCE DE,,,BAUKNECHT,"499,00 €","719,00 €",-31%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,119,4.5,A,https://i.otto.de/i/otto/3c9f1a0a-7c36-5996-b2c9-c9e895764886?$dv_energieetikett$,https://d.otto.de/files/ca332e73-f0d3-5787-ba9b-ba53d1b5754b.pdf,"{""Kapazität Waschen"": ""8 kg"", ""Betriebsgeräusch"": ""72 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,103,,main
topseller_api,1,0,111,111,111,111,organic,True,1907140694,2044265467,,https://www.otto.de/p/hisense-waschmaschine-5s-serie-wf5s1045bw-10-5-kg-1400-u-min-autodosing-1907140694/,Hisense Waschmaschine 5S Serie WF5S1045BB,,,Hisense,"499,00 €","839,00 €",-41%,lieferbar in 3 Wochen,Available in 3 weeks,14,4.0,A,https://i.otto.de/i/otto/019a1bba-355d-5e42-abdf-5504db9c1651?$dv_energieetikett$,https://d.otto.de/files/8d5a1f78-9964-5085-abc9-f91cbdc9bf64.pdf,"{""Kapazität Waschen"": ""10,5 kg"", ""Betriebsgeräusch"": ""72 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,104,,main
topseller_api,1,0,112,112,112,112,organic,True,1676699642,1676699660,,https://www.otto.de/p/aeg-waschmaschine-7000-prosteam-lr7fa69fl-9-kg-1600-u-min-prosteam-auffrischen-mit-dampf-statt-waschen-und-96-wasser-sparen-1676699642/,AEG Waschmaschine 7000 ProSteam® LR7FA69FL,,,AEG,"699,00 €","1.124,00 €",-38%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,125,4.5,A,https://i.otto.de/i/otto/67ada2ec-91ad-52e1-be37-37610f99d3d5?$dv_energieetikett$,https://d.otto.de/files/99f4ec89-c4b0-5e83-9e5b-c82ca0769130.pdf,"{""Kapazität Waschen"": ""9 kg"", ""Betriebsgeräusch"": ""76 dB(A)"", ""Schleuderdrehzahl"": ""1600 U/min""}",,,,,ldy_keyword,True,105,,main
